Hotel,Country,Total Of Special Requests
Resort Hotel,AUS,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,3
Resort Hotel,FRA,3
Resort Hotel,PRT,3
Resort Hotel,GBR,3
Resort Hotel,FRA,3
Resort Hotel,PRT,3
Resort Hotel,GBR,3
Resort Hotel,PRT,3
Resort Hotel,CHE,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,GBR,3
Resort Hotel,CHE,3
Resort Hotel,FRA,3
Resort Hotel,ESP,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,GBR,3
Resort Hotel,ITA,3
Resort Hotel,GBR,3
Resort Hotel,PRT,3
Resort Hotel,IRL,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,ESP,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,IRL,3
Resort Hotel,PRT,3
Resort Hotel,CN,3
Resort Hotel,PRT,3
Resort Hotel,POL,3
Resort Hotel,PRT,3
Resort Hotel,IRL,3
Resort Hotel,PRT,3
Resort Hotel,NLD,3
Resort Hotel,PRT,3
Resort Hotel,IRL,3
Resort Hotel,PRT,3
Resort Hotel,CHE,3
Resort Hotel,BRA,3
Resort Hotel,GBR,3
Resort Hotel,GBR,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,GBR,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,CHE,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,DEU,3
Resort Hotel,DEU,3
Resort Hotel,ESP,3
Resort Hotel,GBR,3
Resort Hotel,IRL,3
Resort Hotel,DEU,3
Resort Hotel,GBR,3
Resort Hotel,GBR,3
Resort Hotel,GBR,3
Resort Hotel,AGO,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,CHE,4
Resort Hotel,ESP,4
Resort Hotel,GBR,4
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,POL,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,other,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,FRA,0
Resort Hotel,ITA,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,other,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,3
Resort Hotel,ESP,3
Resort Hotel,other,5
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,AUS,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,RUS,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,CHE,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,BRA,0
Resort Hotel,BRA,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CHN,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,MAR,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BLR,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,RUS,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,BRA,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,GEO,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,POL,0
Resort Hotel,AUT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,BEL,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,DEU,0
Resort Hotel,ESP,0
Resort Hotel,NLD,0
Resort Hotel,GBR,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,MAR,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,DZA,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,LUX,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,LUX,0
Resort Hotel,FRA,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ROU,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,USA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,DEU,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,TUR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,ITA,0
Resort Hotel,ITA,0
Resort Hotel,GBR,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,GBR,0
Resort Hotel,IRL,0
Resort Hotel,FRA,0
Resort Hotel,IRL,0
Resort Hotel,IRL,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,DEU,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,BEL,0
Resort Hotel,GBR,0
Resort Hotel,BEL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,CHE,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,POL,1
Resort Hotel,CN,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,COL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,LUX,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,BEL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,IRL,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,DEU,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,NLD,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,EST,1
Resort Hotel,CN,1
Resort Hotel,KWT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,MOZ,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,LVA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,CN,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,HUN,1
Resort Hotel,PRT,1
Resort Hotel,POL,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,POL,1
Resort Hotel,TUR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,RUS,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,POL,1
Resort Hotel,ESP,1
Resort Hotel,POL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BEL,1
Resort Hotel,USA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,BEL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,NLD,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,POL,1
Resort Hotel,ITA,1
Resort Hotel,HUN,1
Resort Hotel,DNK,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,MAR,1
Resort Hotel,FRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,POL,1
Resort Hotel,DEU,1
Resort Hotel,IRL,1
Resort Hotel,SWE,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,LUX,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,GIB,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,IRL,2
Resort Hotel,USA,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,POL,2
Resort Hotel,GBR,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,BRA,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
